sub_mono,cover,sub_doble,sub_doble_intermitente,directo_cantar,trend,encoded_color,encoded_light,likes,views,comments,saved,compartidos
1,1,0,0,1,0,0,1,687.0640755501665,58100.01108720772,68.49358096146541,19.168630779786064,2505.529481860975
0,0,1,0,1,0,0,2,35899.26028330131,46000.50788479776,227.35599773246355,301.9032225413038,68.91240831037337
0,1,1,0,0,1,0,2,689.0685053877368,296899.81845136755,2.934778708557503,6134.1848509791425,336.6496901972261
1,0,0,0,0,0,0,1,556900.4257901482,777000.4436430844,115.74393559580422,6138.650354273898,461.5531423574747
1,0,0,0,0,0,0,1,31603.896695215917,107298.53603116503,38.31748764957034,1550.975959146778,42.96503392714164
1,1,0,0,1,0,0,1,689.0408859049903,58100.20810692656,224.2911707963431,6137.041328609678,6.3490606601177575
1,0,1,0,0,0,0,2,687.1073087918389,107301.6732411013,22.798581966803557,18499.079527631246,543.5527839845926
1,1,0,0,1,0,2,1,31602.35653207917,1400000.11062213,222.15084907552134,48.92928973732328,239.79936760890064
0,0,1,1,0,0,0,2,687.8540809997538,58399.242167790944,115.60359885888312,28504.187495088743,2509.211907323308
1,0,0,0,0,1,0,2,683.2867823726621,198800.66660565938,1464.9637995971693,2507.236196115466,485.37109205460143
1,1,0,0,1,0,0,1,31601.293448149157,923498.5241253743,147.70994682375803,1551.5616408141634,66.36341725801663
1,1,0,1,0,0,0,2,151999.72531607802,3590.0714495797824,21.644051534629874,224.22531586331,241.11170718296586
1,1,1,0,1,0,0,0,2909.885974655802,776999.9743170782,117.92900733550007,28504.24956094276,239.48482092514584
1,1,0,0,0,0,0,2,201401.83440461083,46001.54097415801,114.06313504954254,302.25179120942204,2046.3425098993757
1,1,0,0,1,0,2,1,7367.306759630419,923497.8075908099,1521.6235077970225,8412.084697231476,71.80257486312777
0,1,1,0,0,1,0,2,31603.310864150913,2680.650220727315,10.586571809917464,2506.361971526032,955.8184802876062
0,1,1,0,1,1,0,2,67098.46051363445,58103.18400853297,24.47153945842689,6136.798287828819,50.23663460509653
0,1,1,0,1,1,0,2,14400.875437985816,107299.79328681456,22.00640549195802,8412.39530784621,335.63564268335267
1,0,0,0,0,1,0,0,31602.628166168826,1000006.6204151353,1466.389697318148,46.98804526177158,52.05885375757199
0,1,1,0,0,0,0,2,556898.0857089175,67901.455844326,113.69049921990874,506.41844708091986,260.88120879689643
1,1,0,0,1,0,2,1,686.580422588844,923497.7956810431,228.67777908868385,98000.31770010885,5518.614939988139
1,0,0,0,0,1,0,2,67097.67993655933,58399.39463575689,41.71025767297791,28504.13759286716,49.935670415739075
1,0,0,0,1,1,0,0,687.0346639057267,2678.8586142915133,96.3100022768157,25100.346094209675,335.21488667738066
0,0,1,0,0,0,0,2,7369.7660643281015,2678.565715156728,115.24583538481357,2823.6382604633122,69.55845942823427
1,1,0,0,1,1,0,2,31604.586152330914,107299.62786167384,31.972466041518903,303.9311230454407,68.54250867371209
0,0,1,1,0,1,0,2,201398.2541724284,526799.3395169236,8.717462362760893,50.166451007136814,1360.4727222182592
1,0,0,1,1,0,0,2,6813.845038140155,281501.6809645534,226.4765214231782,8411.243710292865,2045.701895039598
0,0,1,1,0,1,0,2,8664.09941000564,1000001.9591136153,116.0106489085481,47.20050401252359,9562.033591631527
0,1,0,0,0,0,0,0,110001.38399213445,1400002.2706280563,227.66339770454897,43.03655148414161,-0.24775175392888799
1,0,0,0,1,1,0,0,686.0412331590456,67900.75393389705,226.34596462880214,28497.39960968032,544.2130507802627
0,1,1,0,1,1,0,2,689.2342945108766,45997.616114983524,682.5872864352765,2248.2945866650284,72.73148828482572
0,1,1,0,0,0,0,2,201399.56286354014,58102.35051806951,114.03930807132893,302.85682708389976,5520.28549107516
1,1,0,0,0,0,0,2,7369.5214409079,718300.5987562034,1524.499629744868,1785.3294975146514,239.2165626168524
0,0,1,0,1,0,0,2,687.3417468169858,58399.989718868856,115.45513004550833,1788.522171291876,240.79570703292723
1,1,1,0,0,0,0,2,151999.30652888352,8969.863896851124,11.40094389693231,47.21660507568248,14406.620430937737
0,0,1,1,0,0,0,2,152000.8838906889,281501.5107979882,33.489926463037676,300.89828332166917,2045.9746780212722
0,0,1,0,0,0,2,2,7367.784187777562,1399997.8197306935,67.91580765639384,507.04198710206714,243.42504336579645
0,0,1,0,1,0,0,2,201399.5626267498,303400.3326662346,843.4108929345545,298.8881682735866,240.86969653135125
0,0,1,0,1,0,0,2,685.6654572208903,45999.36528829433,225.38205733909686,28499.558928135575,459.17672766803076
1,0,0,0,1,1,0,0,151999.96461624716,303396.58385949495,40.427795697269175,219.89985061159595,14403.127801766523
0,0,1,0,0,0,0,2,35900.90555105384,281501.6025552492,23.235403037504383,1547.9163152633962,67.44808232063744
1,1,1,0,1,0,0,0,7372.319558493217,58401.31419559806,226.09758860484752,6139.288754738694,47.419760475937714
1,1,1,0,1,0,0,0,67096.91931475795,107301.94619626447,1521.2907064682195,97998.33755939662,240.0485542142821
1,1,0,0,1,0,1,1,31601.98583738474,303401.7602340512,32.56538451671401,507.6008865940344,239.06745569343923
0,1,1,0,1,1,0,2,14401.18281117463,45996.79025368637,40.55776275524865,302.63215973512644,53.15542682889524
0,1,1,0,0,1,0,2,7370.424496126806,526801.4352675462,1521.5411947602317,300.3477976820349,541.800644616288
1,1,1,0,1,0,0,0,67099.61178023266,26500.508474971743,686.808759526622,44.435045199066295,337.0017444950558
0,0,1,1,0,1,0,2,4645.998973769043,2680.6266152815347,24.212389937183215,27.26946398063487,70.1817847328201
1,0,0,0,1,1,0,0,7369.952821518254,281500.14842221956,114.20118590550221,2507.44783273982,6955.281511575493
0,0,1,1,0,0,0,2,687.3298216848303,2679.1098509322924,64.73438767029654,40.82847180979331,261.6245640075227
1,1,0,0,1,1,0,2,16000.289510883542,776997.7142732999,265.6397012710872,2509.0282681702324,52.85511519525334
1,1,1,0,0,0,0,2,6813.0071453628525,2683.1764303275213,148.62820037731106,2249.7689404568077,461.1285337782039
0,1,1,0,1,1,0,2,170901.18934970946,8973.964421432218,4.116793524197463,504.8760905323451,238.88185877704635
1,0,0,1,1,0,0,2,2908.1279470497702,3587.950609844024,114.33584960307712,298.86330311129495,70.00997117072895
1,1,1,0,0,0,0,2,39101.156720363964,198798.4806315452,228.0258036926382,26.323821471926355,1.6933040510506445
1,0,0,0,0,1,0,0,2907.4931145120895,107300.66003087944,4.406677427862958,44.53717015188033,52.17431664464415
0,1,1,0,0,1,0,2,4644.694969392532,3589.090831321362,843.5323830259005,18496.30849042737,48.64941950234142
1,0,0,0,0,0,0,1,556898.7530315812,3400000.6549774227,94.24453200995593,8414.598155347245,459.8966368980991
1,0,0,0,0,0,0,1,16001.810392375179,281502.23164768954,136.28106057282034,97998.56434723017,464.1951853519407
1,0,0,0,0,0,0,1,4644.90981596277,776998.1016608868,136.99444667233902,25099.650272747695,48.824803779407404
1,1,1,0,0,1,0,2,687.4935212093351,8970.749971344414,225.13855014190904,2250.7759492476957,238.39394854582832
1,0,1,0,0,0,0,2,14401.204874466861,3590.189051405166,227.9343517315713,2506.9149873227084,1359.8587425293902
1,1,0,0,1,0,0,1,15998.886106424745,198798.73407401418,51.743154606883124,28497.312249148385,45.19279766137972
0,0,1,0,0,0,2,2,687.4594411874699,107299.25947562534,302.1105978032027,29.86559748876065,458.4266468493368
0,0,1,0,1,0,0,2,31602.88406347192,8972.572230901154,115.52460395428969,298.92539214053295,52.605158273391
0,0,1,0,1,0,0,2,31600.532512270504,776999.4409717132,21.969950272897567,6135.630747335326,2504.9095033186554
0,1,1,0,0,1,0,2,126699.39471968729,281501.31125255936,225.6646813272263,28499.315087041035,333.13232293850723
1,0,0,0,1,1,0,0,685.1818832866609,3591.184457817209,841.4029834175172,304.6257919515095,2047.1885236315757
1,1,0,0,1,0,1,1,152000.97003860265,46000.41575238496,20.58275571697057,18499.92742343451,240.72986981729528
0,1,1,0,0,1,0,2,7371.30332197028,776998.6292573668,1333.8315400552608,27299.709378858588,41.079394349900646
1,0,1,0,0,0,0,2,687.4727012704551,8970.806583950263,1520.2275380088051,2507.247313246326,335.0526932596703
0,1,1,0,0,0,0,2,67097.8432180701,107297.47479149619,651.5759301380363,218.9054753730599,1360.5747559684278
1,0,0,0,0,0,0,1,35900.250972571564,296901.12269910646,189.66951348312648,302.7844855190987,9559.130780457159
0,0,1,1,0,0,0,2,2907.7488846637243,8970.976442145455,146.92954076178947,35498.40162807758,241.0027139281738
0,0,1,1,0,1,0,2,39102.861084360164,718301.7651150897,1334.3783188614752,8413.70449394945,459.58738238560073
0,0,1,0,1,0,0,2,110001.9040414513,1400000.2989390574,220.5971021012128,304.1622466637075,52.36534297637745
1,0,0,1,1,0,0,2,688.0480560617643,1000002.0926314575,113.04422464740018,45.05353629303039,1361.8083385504756
0,1,1,0,0,1,0,2,688.376268953319,26495.12494086703,92.94364338235994,2507.0400580593323,6951.444551137153
1,1,0,1,0,0,0,2,35898.57037974618,107302.02707501322,1517.6600731393905,2508.5953937263102,1359.8955141992892
1,1,0,0,1,1,0,0,686.6050595825467,58101.777812867076,226.60264471496154,5866.601990694883,14405.160009714225
1,0,0,0,1,1,0,0,67096.23964121644,8972.936019575367,1333.870141246379,47.654863288909425,1362.5292848660006
0,1,1,0,0,0,0,2,39100.66558571546,58398.310419211884,22.62919153281381,28498.963195470606,5517.827330319917
1,0,0,0,0,1,0,2,4644.9181464433,1399999.0043639964,32.41368717928839,3674.3502631808205,1360.7661905515176
1,1,0,0,1,0,0,1,201399.76635445908,2682.318391402804,225.65386837629012,28497.798592872354,237.55417250448053
1,1,1,0,0,1,0,2,67096.7100087889,67902.56461093649,222.57135394397048,44.55714326923061,485.52165513134844
1,1,0,0,1,1,0,2,7369.898672435453,1399999.6649752655,843.9370431383281,8411.989432432043,239.24832110890333
1,1,1,0,0,0,0,2,151999.07028733104,2678.2818601666813,116.62451125068925,97998.01145988358,540.2739054999181
0,0,1,0,0,0,2,2,688.7278526900791,2677.7428715853143,145.03945541875845,48.718121351055665,69.2965841498411
1,0,0,0,0,1,0,0,4646.105131649395,296902.70989440545,146.26035717404216,834.8297412921904,238.72587512775357
1,1,0,0,1,1,0,2,2907.2186219969562,281499.4545935503,68.11331099036965,25100.049635741747,49.12824720657114
0,1,1,0,0,1,0,2,556900.2639449456,107298.52407421138,32.38525547447353,35499.964892677555,1585.2513726261102
0,1,1,0,0,0,0,2,110000.96508571322,58101.57888132611,225.38605627891857,5866.698775429795,244.35640255847338
1,1,1,0,0,0,0,2,14401.930303549894,281503.71855376055,190.20240299070787,6268.297312275157,238.58593130982055
1,1,0,0,1,1,0,0,109999.6051901565,746101.9368579927,116.83046135985613,2505.372903004997,65.67760169404417
1,1,1,0,0,0,0,2,687.8573173031805,58100.182690896894,0.5166367857564509,504.22573246209794,1360.5314626971733
1,1,1,0,0,1,0,2,7369.989455472595,776997.353337276,112.32719119456166,25100.826422242135,260.46930482496174
1,1,0,1,0,0,0,2,6811.408947676636,6103.560234733138,225.57162895034938,25.28312208392619,70.62133121869203
1,0,0,0,0,1,0,2,14401.147908332347,58102.05354771587,229.45245627197173,221.77391866260822,239.58317450506965
1,1,1,0,1,0,0,0,201400.69998572947,58396.740838079866,17.544305699313817,97998.20035446619,71.51697760035104
1,1,0,0,1,1,0,2,14401.016515732172,2677.7994828869305,148.98227475908556,3671.7838883778545,1359.1448321050252
1,1,1,0,0,0,0,2,2906.106449927616,107297.80395456616,683.3609606032403,1785.621244922164,241.49062789467084
1,1,1,0,0,0,0,2,201403.98866113665,923499.5469133544,92.1954279600704,2507.151319809153,6949.5690044193225
1,1,0,1,0,0,0,2,8662.648527536694,776995.2208607575,114.98335966765802,2823.8287099831105,261.60669762508365
0,0,1,1,0,1,0,2,198798.89411930542,2680.726294807872,93.21369528804215,3676.770214536361,6.674620869595186
0,1,1,0,0,1,0,2,2907.7808034303744,58400.173206798805,66.60060757059786,45.09642757757468,1359.6156720480112
1,1,1,0,0,0,0,2,556898.2370484112,923500.6559318085,683.6241544506018,6134.908476381921,14401.955085728689
1,0,0,0,0,1,0,0,31601.90579731797,8968.109847963913,1521.773944732742,25099.68640430423,71.2134882178433
0,1,1,0,0,1,0,2,31604.04170186488,776997.0594629955,114.90384586694404,836.5446734885618,238.19600570165338
0,0,1,1,0,1,0,2,4646.912134492865,203199.29965182501,39.619612767957044,297.73332000947244,2509.424201389318
1,1,0,0,1,1,0,0,198801.16421993024,1000001.5355872144,68.09111623434173,305.7924419503149,54.321588242049955
0,1,0,0,0,0,0,0,14398.387083009038,45996.00310698964,30.06494133450145,50.5207515940794,70.39048634467375
1,1,1,0,1,0,0,0,180.5016055853293,746103.0642229015,1523.262747572575,40.18591740488377,6952.953947641716
0,0,1,1,0,0,0,2,6809.27259166841,718298.4491247148,1521.5702872036427,218.08964478424892,239.9219747349097
0,1,1,0,0,0,0,2,688.6638562183037,1400000.0825665568,117.32554944431888,2506.549667049533,241.87983624299645
0,1,1,0,1,1,0,2,687.5703346052132,58402.13305856521,116.11734295537453,833.9475984114448,333.28860449636784
1,1,1,0,1,0,0,0,201401.040259433,776999.1346303367,226.18597458798527,98003.15568627401,262.42719675515673
0,0,1,1,0,0,0,2,687.7710522525218,923498.3392212491,683.553835583813,28500.791586016832,69.05027713802986
1,1,0,1,0,0,0,2,686.7323070802754,45998.454066153885,303.27493029128846,28502.878593651523,540.989757578467
0,1,0,0,0,0,0,0,688.2091306799042,718299.8328994595,1519.5575466301711,38.425154744020666,1357.964189355391
1,1,0,0,1,0,2,1,35901.6418527439,2680.70712295252,684.5594620890763,35499.9986918586,332.933977405707
0,0,1,1,0,0,0,2,4645.712174514874,3588.3980812967234,4.296329085104657,2508.7169941469883,457.4099489558747
1,0,0,0,0,1,0,2,4644.721859392583,2680.3719696525486,225.60831534825817,1787.6609017840985,240.31531195434428
0,1,0,0,0,0,0,0,8657.190014932821,8972.233173061304,225.645296462675,729.8258411928205,5038.833341734326
1,1,1,0,1,0,0,0,8660.707816097849,58398.88872107982,223.79772600079667,1785.1871240823027,241.50231682262378
1,1,0,0,1,0,2,1,35898.91751903258,1399998.9545763875,1523.3431595712282,25102.96917365771,-0.9139681630331957
0,1,1,0,1,1,0,2,31602.07140578274,6107.054747742673,6.329596293889132,1550.738061170713,6952.283765156264
1,1,0,0,1,0,2,1,31599.444170664665,3400000.256393745,685.6340767588584,98003.54176057815,542.0329302552076
0,1,1,0,0,1,0,2,31602.659833863247,1400001.9979893765,1522.160783319765,3674.6910695150905,6.274672904710909
1,0,0,0,0,0,0,1,2909.8047927651482,526802.8509003206,346.708754709764,297.61591691398445,69.41929409154847
0,0,1,0,1,0,0,2,2908.1790669146953,143303.46386640414,226.7834605123681,43.44463847141042,541.3286556919833
0,1,0,0,0,0,0,0,198800.77142463237,3590.316865360426,189.44240514221588,304.320934395231,43.19821813247136
1,1,0,0,1,1,0,2,687.1869110419043,107300.08655429614,114.7276396871888,28498.30407313782,0.5966585057953366
0,0,1,1,0,1,0,2,2905.44988554024,776997.5077018789,684.156426042535,18499.309467619227,14401.996275303145
1,0,0,0,0,0,0,2,67097.44491039064,777000.9840352038,116.66495090201715,6265.214460209494,-1.5412916344807928
0,0,1,0,0,0,0,2,7368.968015229255,26502.215701109075,24.917065164694023,25.61521777730575,6952.162753840302
1,0,0,0,0,1,0,2,687.0818990519675,198796.27469272938,226.33009903088356,304.3216896452752,2045.101743690471
1,0,0,1,1,0,0,2,6813.999918080809,2679.3740084275605,94.41377935728404,3677.8256483815826,540.7407107251584
1,1,1,0,0,0,0,2,4644.443659081173,8975.003848825287,117.99809142275546,47.06144992543979,0.17202505445432936
1,1,0,0,1,0,1,1,4645.356409643695,107296.09000699762,228.6429548187038,25100.679437973133,459.24529546313715
0,1,1,0,0,1,0,2,2906.082931561075,58100.2668945175,227.8446159483985,728.7406931438791,200.78346713084204
1,1,1,0,1,0,0,0,67097.49716507936,45998.18884670339,228.92497669986068,28499.393696389718,1360.1117769519838
1,1,1,0,1,0,0,0,690.1478242959151,26499.161327728158,1333.2019324048179,7790.339208106613,241.06056593243372
1,1,0,0,0,0,0,2,70199.74193601891,8970.155701626632,66.10489542239141,28500.92582438788,2508.8137672539187
1,0,0,0,1,1,0,0,15998.517860889282,107297.8374211131,651.1085178712935,18499.01575665175,238.54704566884996
0,0,1,1,0,1,0,2,689.1750235767511,1400000.3004993726,227.77400822293365,302.3397926018985,1359.2886824857817
1,0,1,0,0,0,0,2,39099.3166585537,58397.763621377155,17.691553686129602,838.1141612018891,48.54297551415004
0,0,1,1,0,0,0,2,556902.660070566,303399.9553882223,225.98841280175378,48.55230486379576,5.269287427847102
1,1,0,0,0,0,0,2,31601.093200323936,2677.126913462456,65.95577753639472,41.72782390153532,241.06249670918433
0,0,1,1,0,1,0,2,14399.716461774824,107301.49487668069,97.26543532055452,3673.7889138098544,14403.07001415888
0,1,0,0,0,0,0,0,2653.9731235514164,58103.54136741119,650.6786196445992,35500.01256194465,956.1505873868132
1,0,0,0,0,1,0,0,170899.98385745115,58399.8855660574,118.31958155348327,98002.49490242741,8.610956926207601
1,1,0,0,1,0,2,1,201399.77671486596,198799.05490663004,227.25367728912695,17.414204111729212,70.14996489928689
1,1,0,0,0,0,0,2,14407.275963170167,2680.9593928335526,683.2900536574772,1787.9060147816626,69.34123954420221
1,0,0,0,0,1,0,2,4645.278118718358,718299.6825966313,20.43842110370693,301.83603713823743,239.47785828137043
0,0,1,0,0,0,2,2,67098.89022985555,281500.6372533353,189.09347240147716,298.0072972901705,540.8596632102282
1,1,0,0,0,0,0,2,6810.167033252552,8972.260798784648,32.34087599206398,8412.249890926796,242.4311636183988
0,0,1,1,0,1,0,2,39099.02616971223,2681.2582916977485,116.9993209072478,5865.181742388264,54.64420678218149
0,1,1,0,0,0,0,2,14401.510983026177,1000001.8752620094,1526.248289713928,27302.553553981896,1.4635597639011784
0,1,1,0,1,1,0,2,152000.11024918384,303400.3219476025,840.8657080728874,6266.709032091325,1582.5290879849388
1,1,0,0,1,0,2,1,14399.319553472984,718302.5242600339,29.012299496234448,2823.6116028336282,260.7968498002548
1,0,0,0,1,1,0,0,7372.417581417985,2678.1858446890383,9.101776108363534,2507.2172213687254,49.57547305243487
0,0,1,0,0,0,2,2,201399.19590584905,58102.341404102764,225.87607639578923,2508.510021636278,458.39582852319535
0,0,1,1,0,1,0,2,6814.18669871336,198799.4923734464,226.75232725458042,28502.59605260773,237.11189911753075
0,0,1,0,0,0,0,2,31598.470392965202,107301.62380898146,225.55154974127294,222.14421475250364,1361.6091101792156
1,1,0,1,0,0,0,2,8663.447480134655,67902.71950081496,67.73139066767577,41.51665663810724,14401.472706842735
0,1,1,0,0,1,0,2,31599.724965383975,45996.10635315775,139.19153957433403,48.85906938415122,71.62030041208692
0,0,1,1,0,1,0,2,147701.36612097546,718302.7617002007,11.890268329388563,28499.121189041998,486.6548839898291
1,1,1,0,0,0,0,2,6811.867674025338,296898.5040000499,1584.109905155527,2505.5440440530137,539.6820990409668
1,0,0,0,0,0,0,2,687.0909463110816,107297.78417736152,145.66676272665512,303.35736180289626,47.184044919037014
1,1,0,0,1,0,1,1,31600.82341835871,281500.224171283,681.9732849332747,221.56550757366526,14401.04867583046
1,1,0,0,1,0,0,1,39100.84433968916,1399998.9976322008,843.889546140892,3678.0899032186016,455.3395614660879
1,0,0,0,1,1,0,0,687.429031506205,776999.777581064,190.63413732883436,8416.035234331961,2047.2650771696995
1,1,0,0,1,1,0,2,2905.455795732705,67899.75877175614,267.227140807071,41.48361365885712,457.7562842768607
1,0,1,0,0,0,0,2,8665.556590170574,8973.411779940272,32.46976213367993,299.76408239875644,48.96361280873394
0,0,1,0,0,0,0,2,690.081283921805,58098.914517050725,66.16753633169786,25100.097104525357,5520.8955579890435
0,1,1,0,1,1,0,2,14399.91983099304,8969.64702095923,188.5884755024473,2506.1037595488087,-0.35641470374255513
0,1,1,0,0,1,0,2,2908.3738261368903,58100.83937604717,147.02523949310344,2507.505343545414,47.30487174907656
0,0,1,1,0,1,0,2,16000.124391558615,107295.7768776779,222.00102021434947,2505.7015497459265,542.409059645586
0,0,1,1,0,0,0,2,151998.08045841625,1199999.2193397342,29.834370106751848,28498.382868252087,540.0847743748699
0,1,0,0,0,0,0,0,7367.700447216158,718300.3885445646,114.10226485347602,41.304561329949095,241.20270719849896
1,1,0,0,1,0,0,1,688.4477154822395,281504.6147332161,114.38312095131528,2506.4826324544274,1.7246982077052144
1,0,0,0,0,0,0,1,7370.297046191835,776999.425611643,116.03271042313214,28504.758684778168,48.798851299161235
1,1,0,0,0,0,0,2,2908.2294471793657,1400000.5911592105,114.79295163495426,18498.53628785972,238.629605707693
1,0,0,1,1,0,0,2,110001.21945966443,8971.242704980685,40.6961083786625,35499.140721923206,49.02148197327039
1,0,0,1,1,0,0,2,7367.558573981293,2675.374268904433,115.2519905401308,40.80811853849458,543.7155294842913
1,1,1,0,0,1,0,2,14402.363394583044,2681.014709405417,69.44863789623227,49.86479190358997,542.4750214102958
1,0,1,0,0,0,0,2,14398.152248237515,776997.0526000838,23.250507971266504,28499.388613646737,542.1394790037735
0,0,1,1,0,0,0,2,29700.60731443646,58400.40543845457,116.04461794971867,49.51486785655896,239.95483345253675
0,1,0,0,0,0,0,0,2906.8204705292005,45996.86936472867,689.296142455438,28502.22686290402,51.005039126247
0,1,1,0,0,1,0,2,31603.3985734829,3590.2687688976503,225.86297839680788,303.29160808528314,-1.6574283328734394
1,0,0,0,0,1,0,0,687.5608799654273,107300.5578425027,225.1403030909623,46.52890886628142,540.8192691645852
1,0,0,0,0,1,0,0,170896.6849821966,1000003.788421736,96.83118297490546,28498.21583824948,14404.097388009444
1,1,1,0,0,0,0,2,110000.96868722494,281497.802011698,115.58011605031315,8410.172394757756,240.80494459355066
0,0,1,1,0,0,0,2,198800.12396434555,303400.4718938731,844.4177466060396,27300.330668847037,2.88985611510373
1,1,1,0,0,0,0,2,686.5676919187182,777001.8069659069,1463.2458281590884,17.76406527625352,68.44419528045833
0,1,0,0,0,0,0,0,8662.200238196907,8974.632755238526,686.4476698297264,2507.317102135101,0.35759513859156444
0,1,1,0,0,0,0,2,67098.28050540487,46000.54575645098,1520.609903844354,1788.4154607036187,460.2574358059205
1,0,0,0,0,0,0,1,2906.725806495086,281498.85656758485,613.511020729024,28500.674240689943,1359.7383378806921
1,0,0,0,0,1,0,2,152001.38540787762,975401.5155369939,221.69745847007334,28500.717315170532,258.9798253488986
0,0,1,0,0,0,0,2,686.5297584686651,3589.3456071783744,5.249142125011916,35499.46468923092,3.0184920693521318
1,0,0,0,0,0,0,2,8664.088174994771,776997.5410350973,841.979241341035,28496.897618579107,543.9755723174616
0,1,1,0,0,0,0,2,686.0843921914401,46000.91479073718,269.22568333931366,1552.023867709539,69.9948569618656
1,1,0,0,1,1,0,2,687.2786570041177,2680.8497696393797,137.0815600429675,25103.593906355938,2509.4895020669146
0,0,1,1,0,0,0,2,151998.31142926743,1399998.3691364445,119.02120796007337,730.5603116229507,50.270220202901086
1,0,0,0,0,0,0,1,31599.549877787464,1000000.7751022172,135.33106410389325,41197.767951191345,-0.22130275835342061
1,0,0,0,0,0,0,2,170898.15356251196,296899.12220286106,33.34440132151783,18500.25285908011,14404.56091068865
0,1,1,0,0,1,0,2,2906.891917261003,718299.9939277082,67.25042277881417,303.958693627884,2046.2045162102859
0,0,1,0,0,0,2,2,556899.9869041437,718299.7242630973,648.2003925132552,28497.434946542697,237.99424189772384
0,1,1,0,0,1,0,2,31599.23079712798,198800.31609665725,226.04875717488625,28500.71044822925,67.54620639408003
0,0,1,0,1,0,0,2,684.5924450206207,281504.82140858547,690.0294038941032,301.42785933637197,5038.634469748369
0,1,1,0,0,1,0,2,2905.928683556936,777001.2790648964,1521.3873913317764,18497.730344403208,-2.0791707170779388
1,1,0,1,0,0,0,2,31602.351216474395,67897.79280921679,189.1471956869472,52.36110630335302,48.814770336986506
0,0,1,1,0,1,0,2,14405.802770675367,58400.189725967306,33.846852734814966,299.2935080403589,6951.3849064971555
0,1,1,0,0,1,0,2,8661.363155718114,2678.6213326740076,227.05211696656596,2248.162597285123,47.45551048038655
1,0,1,0,0,0,0,2,8660.16477595289,777000.3253435727,33.754303523094684,49.23256497254476,49.59040988579183
0,0,1,0,0,0,2,2,2907.6518965184882,2677.628704941168,841.7764742969741,41199.66713502237,1360.1006468758912
1,1,0,0,0,0,0,2,687.1538214065548,58101.19392363334,266.22873874982565,18498.498413505586,242.42621321295954
0,0,1,1,0,0,0,2,4642.656478199236,67901.16920837577,4.652994129058958,44.807857206685576,334.16535748681696
1,0,1,0,0,0,0,2,14401.551436228792,776999.3526870257,72.26322254822674,19.099741054035984,541.7261913059298
1,1,0,0,0,0,0,2,686.1133550209316,718302.5972858341,842.5416226577402,46.4388844130869,5036.055501858954
0,1,1,0,0,1,0,2,686.4816831227196,46000.95193404803,39.89640614458321,3674.5945638719595,462.3917079026689
0,0,1,0,1,0,0,2,29698.835783396404,776992.9256792279,116.90005559853047,302.4286321843757,14400.750295282103
1,0,0,0,0,0,0,2,14404.499631210414,3587.745724231489,844.7721060856762,296.08829619833824,2509.737078485736
0,1,1,0,0,1,0,2,201399.70538492128,67901.62063052582,22.99204355946118,8416.334161612393,199.10453384028642
1,1,0,0,0,0,0,2,2908.209897764031,8970.64266567413,113.71172579258338,1551.1004896600175,243.4662695071388
0,0,1,1,0,0,0,2,8662.641879990733,8970.877449608683,686.2208046317061,1787.0683010739028,70.85539574910737
1,1,1,0,0,0,0,2,67101.93142864434,1199998.0541363114,30.50243626830601,2507.2056378700895,53.31164040202136
0,1,1,0,1,1,0,2,688.8219337626585,45996.79252010956,20.221303509993263,27.678055171182102,5037.396655032214
1,0,1,0,0,0,0,2,687.9391021488377,8971.60213129104,146.1029486014697,46.739296874766794,2506.6039033639845
0,1,1,0,1,1,0,2,7370.139668774212,58402.49627258954,23.853923649664072,5865.622872824364,70.99721879815938
1,1,0,0,1,0,1,1,688.68846385103,45997.03462074469,226.4164976800872,28498.873108670305,258.909488611233
0,0,1,1,0,0,0,2,29699.883830523268,67899.92601450834,1333.3061449165664,41198.8410362062,1361.6180721244673
1,0,0,1,1,0,0,2,2905.7000882430298,26500.442545321555,10.25257691278896,45.53292359185653,14400.375922682528
1,0,0,0,0,1,0,0,201401.38602276435,526802.4421626626,25.026905973871784,41199.563952214616,1355.7451159704444
0,0,1,1,0,1,0,2,170900.9592734947,1000000.71242569,20.715209296682406,49.810604208366435,200.98992263769472
1,0,0,0,0,1,0,0,14399.8569516835,1000002.8875203269,1524.5166766654227,6266.009716901223,239.96860341399793
0,0,1,0,0,0,2,2,2906.899961392635,746098.5473580218,93.21693268721278,98000.74378558475,2048.6506176122293
1,1,0,0,1,1,0,2,151999.54575019956,3399999.14712251,115.80231825297793,728.6932342919392,49.06222356222462
0,0,1,0,1,0,0,2,2907.3084296852817,718299.8889943409,25.822973168759834,507.361232146414,239.41322324602228
1,1,0,0,0,0,0,2,31603.07806892897,107297.68006002001,35.310299769994195,45.675025443372846,484.36608792121274
0,1,0,0,0,0,0,0,688.3473260992557,2677.995829088893,1518.7636216840485,46.57156605858113,260.7542950892885
0,0,1,0,1,0,0,2,2905.0971433526124,1400002.7879234676,17.05661063035271,27299.607760263272,241.21020090762462
0,0,1,1,0,0,0,2,67098.13549771489,526802.1474950237,32.163674775991666,2504.7070640173747,335.30305505778637
1,1,0,0,0,0,0,2,689.4636060583452,3590.4902289620222,268.07555565134004,304.6990023239405,1363.4187515496635
1,1,1,0,0,0,0,2,687.5788820034179,1400000.019668956,224.82802446456765,28497.134409557246,541.4454385361616
1,1,0,0,1,0,1,1,687.2262401235905,2677.3151698946617,189.45792585632637,303.86772159520905,53.2385303066663
